Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bangladesh,BGD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.928434133,0.986530728,0.98674997,1.03770632,0.946977326,1.022088773,1.086441413,1.247147429,1.175192206,1.3141906,1.320897034,1.36003858,1.419907746,2.291813219,3.312649093,5.981642397,4.927053762,4.768887654,5.990623526,6.743315777,7.927109386,8.711472311,9.570058684,10.3823419,11.20001013,13.27146496,14.36694541,15.96449675,17.16116914,18.59206283,19.80663308,20.34726146,20.8726607,20.90512148,21.73426382,23.28716364,27.74507501,28.79945228,30.16345556,31.3039472,32.38288762,33.43894544,34.74067926,36.76113347,38.43822651,40.20114223,42.56333554,45.31771969,48.88013027,52.18655565,55.9151092,60.30972972,65.23376204,69.91425409,73.8775453,78.21620882,100,105.0475976,111.1461766,115.2120566,119.6374247,124.567892,130.8573521,139.882746,149.5106721
Bulgaria,BGR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,0.038809597,0.039904392,0.040669149,0.040406722,0.041512552,0.04160769,0.042167517,0.042194436,0.039920264,0.042606772,0.053764633,0.175561883,0.280159282,0.423295612,0.731052552,1.724370825,2.810142363,28.47273056,38.13951559,39.40541866,42.31386915,44.90251873,46.63053774,47.65147178,50.31116599,53.6288148,57.25223198,63.57942312,68.73155406,71.43821538,71.98409601,76.38436183,77.23389216,77.28946317,78.32574698,80.63459135,83.31453015,87.32455929,91.02299576,95.83141738,100,106.9660967,123.9934458,133.9093209,143.5564658
Bahrain,BHR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,12.89563019,13.64353142,14.35455038,16.36133084,20.40019348,23.64500732,26.08573291,29.03279546,31.26458166,35.48912317,44.0626145,52.39563261,59.58640616,57.38768736,57.14753131,56.10459199,46.3465165,46.6519625,47.58939996,49.480917,51.86921022,50.89276012,49.09489568,47.60937504,51.09970751,51.65703636,51.75865598,52.24090013,48.55404468,49.84385236,56.98275013,55.06594812,56.94609208,61.84492596,68.64235336,78.07035887,84.97368142,92.14174836,102.6137426,89.28017341,100,109.4859633,112.6982237,113.261522,111.6300613,101.8549814,102.2188561,106.937109,111.4420631,111.6257221,105.1192279,114.7990296,122.9898127,117.7204714,117.0118913
"Bahamas, The",BHS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.660953529,7.749866653,7.834311722,7.939586396,8.059101074,8.221228246,8.531276951,8.933362223,9.394634665,10.23314083,10.86200271,11.35975958,12.13070772,12.80408615,14.49841336,16.04341913,16.42680314,16.71077379,17.08641256,18.54800078,20.4040743,24.01321382,24.90050389,26.38879879,27.22570251,29.52919492,30.90536969,32.94090478,33.42985014,34.03599059,35.76287841,36.67717066,38.10962156,37.78493378,38.60991739,38.91973701,39.30280205,68.08403578,70.15986447,73.63343651,74.31285769,74.57529408,77.52882945,78.42419366,79.36136089,83.37387796,84.06437584,86.5425649,87.83084677,86.92058516,86.57936488,85.83598984,87.42426096,87.94348271,91.82039995,96.61454082,98.1025044,99.42407541,100,104.4470842,102.0200827,100.7752587,104.9314013,111.8989698,112.2217103
Bosnia and Herzegovina,BIH,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012586253,0.018687113,0.273210965,20.88646924,31.14554109,35.31357642,35.89258979,39.89436013,38.92105955,42.20339851,55.00478362,57.60437348,60.4891251,61.34254392,62.66874928,66.54732679,71.73810342,76.18268961,81.77249592,81.9241562,83.07625233,85.09710496,85.77428572,85.58204813,86.43815921,87.64439346,88.81296274,90.39268457,92.91478269,95.21253732,95.27171049,100,111.8088382,119.9610758,124.9198769
Belarus,BLR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35E-07,9.15E-07,1.03E-05,0.000119872,0.002452279,0.018674201,0.028704923,0.049271879,0.087004503,0.362629058,1.034547198,1.857369889,2.691212674,3.517019939,4.314508513,5.133063997,5.684797321,6.416584353,7.777768792,8.49788611,9.461572727,16.15670374,28.31327691,34.33352905,40.57969012,47.08156845,51.00907385,55.40766148,62.13372493,67.46292774,75.4758134,87.04366959,100,108.0467622,117.5201632
Belize,BLZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.08037755,14.32861842,14.52305268,14.65922944,14.97237566,15.8124179,16.72541643,17.24765813,17.53730808,17.5751768,18.87040447,19.82598356,19.58108606,22.45485929,27.32994912,31.94250428,32.3122338,33.03683414,35.4647712,36.73633726,55.56395035,55.65635005,53.10897436,57.24424064,62.17344754,60.90735637,63.16536551,67.96080945,70.30025021,72.48708487,72.47988942,70.76393064,73.19023597,74.55902073,76.51524802,80.56062934,82.77029151,81.51599691,83.5067689,82.12019382,83.29511652,81.69702654,82.26494107,78.89635878,80.58713532,83.00953499,85.68450497,88.9488375,92.13021121,89.85847982,91.8031861,96.26339948,96.9344464,98.88526222,100,99.81030493,101.9461261,105.075184,105.1330643,105.0435498,104.436626,104.9993955,112.6505491,120.1920438,121.8771427
Bermuda,BMU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.558559072,4.601365608,4.64629999,4.705345237,4.727039375,4.796107233,4.921219016,5.092493953,5.549882135,5.898473735,6.268279692,6.866662931,7.520765502,8.484341746,9.755631079,10.3757992,10.66462505,11.65313993,12.22632412,13.01068724,14.29277169,16.82393455,18.87790008,20.95397469,23.11151169,24.87124257,26.32251357,28.03035884,29.40188821,31.05918831,32.9331669,35.05096422,36.03725668,37.9098623,38.65273182,40.26782211,52.09234631,54.18849185,55.67409704,57.18406274,54.76154218,54.01174948,58.64619647,60.30279876,63.13229207,67.40153424,80.59818969,85.8974359,90.28586211,91.22807018,93.26813235,92.1943774,98.36974459,100,103.0118909,106.0528226,110.6907287,110.5857565,112.3674224,115.0850224,114.5981929,115.9556559,117.6321352,122.1551322,124.0625042
Bolivia,BOL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.07E-05,1.14E-05,1.18E-05,1.19E-05,1.29E-05,1.37E-05,1.41E-05,1.50E-05,1.57E-05,1.63E-05,1.69E-05,1.73E-05,2.06E-05,2.95E-05,4.77E-05,5.08E-05,5.52E-05,6.21E-05,7.09E-05,8.49E-05,0.000106212,0.00013753,0.000355217,0.001297246,0.020021651,2.490425157,8.2210235,9.419993501,11.07069072,12.53051863,14.56897613,17.14614646,19.40930138,20.68199997,22.32667557,24.87800769,27.75893244,29.34259157,31.4115749,32.16908573,33.84040008,34.47324726,35.44565393,37.68936109,40.6923399,43.10978946,49.00017295,52.61312909,58.07499365,56.66964017,61.64382244,70.64527176,75.66128068,80.1974683,81.84111359,78.05956125,77.00195522,100,102.4751184,102.2939965,101.0920029,103.9591216,106.6527053,106.8544254,113.3151473
Brazil,BRA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.69E-13,3.62E-13,5.44E-13,9.71E-13,1.84E-12,2.93E-12,4.04E-12,5.11E-12,6.47E-12,7.77E-12,9.03E-12,1.08E-11,1.29E-11,1.67E-11,2.25E-11,3.02E-11,4.26E-11,6.20E-11,8.57E-11,1.32E-10,2.54E-10,5.10E-10,1.02E-09,2.37E-09,7.15E-09,2.49E-08,6.21E-08,1.90E-07,1.39E-06,1.95E-05,0.000551867,0.002851377,0.030481591,0.638939939,14.95227353,29.00412759,34.35720008,37.01267612,38.83531413,41.9462173,44.29774957,47.94128126,52.6386218,60.05594133,64.71151439,69.52037247,74.22987305,79.00956286,85.945459,92.23106531,100,108.3185922,116.9224755,125.6969981,135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,177.9773921,189.4969781,214.2211621,232.5805197,244.5805142,254.558603
Barbados,BRB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.979581422,2.951335012,2.814519366,3.336183077,3.156781417,2.997514607,3.106428301,3.157602235,3.403043983,3.559274706,3.820669148,4.080950712,4.484691545,5.506041222,7.236116142,9.360692551,9.643477441,10.58374887,11.29471285,12.69281007,18.36371671,20.60414322,22.63277918,23.91476512,25.15432553,26.03833085,27.20315432,29.19925927,30.00438654,32.05175918,33.2467476,34.74128299,35.47862983,37.32187455,38.14662922,38.53425583,39.51241601,39.87470438,43.34510229,45.26677397,44.66796736,45.6754041,46.09007089,46.60437716,49.32054759,52.60910605,54.76416978,59.48060308,60.55537912,59.44739431,77.21120147,77.31775082,81.4408289,81.55300686,80.27823007,82.34975323,80.80022782,80.35276236,85.95703545,88.0465535,90.22125444,99.33609473,98.09366407,100,101.290096
Brunei Darussalam,BRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,39.64827842,41.79262087,44.0843941,47.70976677,46.29055386,52.47893846,102.2145229,112.7493144,106.4540362,92.91908218,92.51047632,89.71191345,56.44686097,62.76877859,56.17341121,61.49824833,67.48545325,65.03343314,63.73538432,62.36997653,60.8688909,66.35079736,65.71025043,66.1674978,56.91133308,62.83342311,64.32679809,61.12779229,61.04503485,64.89695846,75.63218273,91.13951539,100.2027496,104.9091609,121.7164137,95.25615787,100,120.1807687,121.6472772,118.2125787,116.0303564,95.59422798,86.82871965,91.13131599,99.52963611,96.21158912,85.75939334,99.02287996,123.0227849,107.217738,104.1698531
Bhutan,BTN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,5.269320956,5.504250697,5.828887755,6.587674701,7.718800163,7.712867194,7.71607748,7.716907684,6.491612218,6.881510391,7.74288128,8.010982824,8.594755094,9.209998556,10.14607417,10.80644304,11.5829333,11.71048139,13.46293992,14.2179302,15.10020297,16.45035507,17.91826788,19.44373079,21.8433312,23.65291632,25.57179057,28.87230957,31.96056892,33.93261883,39.54071248,41.65113104,43.80249228,45.39002879,47.36262567,50.43134605,53.74726951,56.26703713,59.42146898,62.05033385,67.21724183,73.18627132,79.50721841,84.40814798,89.23817535,92.10252203,95.83167301,100,101.1508628,104.29464,109.8090881,118.18534,125.0340093,130.5399989,
Botswana,BWA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.941399755,0.959605923,0.97266362,0.984110185,1.009180381,1.04799624,1.108662039,1.192715818,1.218551825,1.237858015,1.311864512,1.373052235,1.52100441,1.67168442,1.885608607,2.196117091,2.444619377,2.565319606,2.885133162,3.515718303,3.873979931,3.870558322,4.013591645,4.364599717,5.037925863,6.191291453,7.061864414,7.958302414,9.764603053,11.09735197,11.79648718,12.40727507,13.2310289,14.9596232,16.37537273,17.54707893,20.37429858,21.39110006,23.52320893,26.87178676,30.67977878,33.2301351,33.62469998,34.72055732,38.21996892,44.13325036,46.40805389,49.20608719,53.81804101,61.94937317,66.71048744,75.15166381,77.41507903,78.60111292,86.14803641,89.36162166,100.0000433,97.35010895,97.40523042,97.90005298,102.1869659,110.7518113,126.941153,129.1486646,132.7405149
Central African Republic,CAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.298689766,7.636985389,8.010338273,8.384779589,9.017157238,9.471544298,9.895434838,9.818802886,11.40673907,10.96727303,11.45980007,12.02571574,12.5842185,12.86100716,13.55305791,16.17235119,20.37661699,22.69394018,24.78822633,27.49674509,32.51912984,37.03042614,44.77505614,49.7463775,50.45247811,67.67956523,65.35880774,63.85336487,65.52891288,67.13843719,68.37153201,68.10500911,70.00013111,67.59701239,84.09918014,92.42329669,89.14869702,89.88273045,89.51047745,93.16672578,101.0920475,101.5226376,99.11464074,100.4392273,95.97994058,100,103.3340459,105.2335651,112.6810189,113.482889,118.2620045,123.0032643,130.6061406,133.8549511,149.7753957,153.8317074,158.4160678,168.6239339,166.5597794,170.4370197,173.8153551,179.3527064,190.147549,196.9449468,208.8392574
Canada,CAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,10.32692681,10.579361,10.71793732,10.95182702,11.26196296,11.68710569,12.26221699,12.80839316,13.3290715,13.97243682,14.63221725,15.35379624,16.24831518,17.86157898,20.64253395,22.91274503,24.92526913,26.59963285,28.41548195,31.27693534,34.42210945,38.16412231,41.53289929,43.95197265,45.51024162,47.0295506,48.50269439,50.82675019,53.13428375,55.62163412,57.48623912,59.24346112,60.11484411,60.88975021,61.77608023,63.1742742,64.23261702,64.96752059,64.8530314,66.10071007,68.99208669,70.07779915,70.95904391,73.26502623,75.65410634,78.01197132,80.01701373,82.65801177,85.96128751,83.96275454,86.3545493,89.15628392,90.24260308,91.8134903,93.59577283,92.78368787,93.44892664,95.85151223,97.43413397,98.9405346,100,107.7850201,116.3073253,117.885925,121.5625102
Central Europe and the Baltics,CEB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,22.47513587,23.38724189,24.75003243,25.94985466,27.32798089,28.3656903,29.72866447,31.05257571,32.00933842,32.83338415,34.38074128,37.52696538,41.20534314,44.55963334,47.64878296,51.04754255,52.44106621,52.57637032,54.4758309,55.5590114,57.0628176,60.29320502,64.7235743,66.25550651,68.74647358,70.30752093,72.44106856,74.03005071,76.09566574,78.72740401,82.35171565,86.80620617,88.65052125,90.70900768,91.78335339,92.46049222,92.71940236,92.27760981,92.10296595,92.14328014,93.40314169,94.3132463,94.07796896,95.18786245,95.47021569,96.35296975,98.4248072,100.7644253,102.2254369,102.6931632,103.0143224,102.9932529,103.0588804,102.9693814,102.2968637,101.0027504,100.4136098,100.044219,100.8088461,100.7041108,100,101.3215013,104.4017279,105.3374569,106.6949877
Channel Islands,CHI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.81863392,65.29577077,67.49124102,71.17265633,72.62327339,73.91507788,76.15777322,77.22132047,79.5860739,83.01568626,85.4686059,87.8902305,88.08081224,94.56208231,100.0018445,
